,Frequency,Impedance,Phase
0,10000.0,330.13844728126253,0.02973382737849306
1,11800.0,330.5343255342069,-0.06187063040187013
2,13600.0,330.1753906204865,-0.17231835988593502
3,15400.0,330.6242752506889,-0.07762988715052188
4,17200.0,330.891985903082,-0.04816976738999301
5,19000.0,330.1076419408064,-0.07957623308607253
6,20800.0,330.7014577205531,-0.1473082269318411
7,22600.0,330.6809643782965,-0.13929040873676968
8,24400.0,330.93715162682184,-0.03818996739965996
9,26200.0,330.4120607979576,-0.18790562350091022
10,28000.0,330.9312712572132,-0.1375318495658462
11,29800.0,330.6187977760049,-0.23550675181536462
12,31600.0,330.6444483389967,-0.1214594394833739
13,33400.0,330.55203523129876,-0.21719601033441904
14,35200.0,330.120672614492,-0.18278869629068595
15,37000.0,330.8303975958763,-0.24934378582781846
16,38800.0,330.65394513445494,-0.19737390493452267
17,40600.0,330.50037393256355,-0.21858370995528276
18,42400.0,330.54572258158447,-0.1946399412351525
19,44200.0,330.9121891505556,-0.2089397759080498
20,46000.0,330.7139235766324,-0.2050954405151515
21,47800.0,330.57906516118504,-0.2455082097075092
22,49600.0,330.54530073573824,-0.29950892270807117
23,51400.0,330.7504928742744,-0.26418175885441997
24,53200.0,329.95635838620206,-0.2842964418320548
25,55000.0,330.4731259963013,-0.29643674439432743
26,56800.0,329.41001297487355,-0.23442574395085103
27,58600.0,330.1582786414336,-0.3499483041604208
28,60400.0,330.6855954377165,-0.3102142379377142
29,62200.0,330.64958421112686,-0.35186253096725295
30,64000.0,330.8629556798842,-0.2975077377267894
31,65800.0,330.59080611643384,-0.33183510621165624
32,67600.0,330.54213509919185,-0.28088254642460697
33,69400.0,330.62712786011014,-0.373939510969592
34,71200.0,330.84912558839534,-0.37283117477289807
35,73000.0,330.70256731169945,-0.37372489987234303
36,74800.0,330.722035576913,-0.454745368348199
37,76600.0,330.60984066078777,-0.40200771145435965
38,78400.0,330.72270090332785,-0.3722166640961859
39,80200.0,330.4994832770835,-0.5107511799602094
40,82000.0,330.5352634022058,-0.40954380008690805
41,83800.0,330.3342594094852,-0.4467142769327097
42,85600.0,330.44681363335604,-0.4487926726009732
43,87400.0,330.68178795165636,-0.426515468989237
44,89200.0,330.6906276764881,-0.47252049930688145
45,91000.0,330.5763493694906,-0.5436003881155216
46,92800.0,330.63003062330955,-0.4958643187310372
47,94600.0,330.53355866650605,-0.464478730699625
48,96400.0,330.66323450335074,-0.4746199506687958
49,98200.0,330.6214799711169,-0.48967141588826735
50,100000.0,330.7750985146372,-0.5512279627484418
