,Frequency,Impedance,Phase
0,10000.0,10.043332321342339,0.015819631973840842
1,11800.0,10.04275890587029,-0.029548269057954712
2,13600.0,10.034740649956127,0.032130410883894456
3,15400.0,10.036400625651785,-0.012289994515640501
4,17200.0,10.041828693054015,-0.026873038581072706
5,19000.0,10.035972782561903,-0.04238516328547348
6,20800.0,10.034134404650976,-0.040939827953820895
7,22600.0,10.036779809141226,0.007481923776538224
8,24400.0,10.04348333166296,-0.10986727956390041
9,26200.0,10.033256356720548,-0.0028041494551303003
10,28000.0,10.018602513861312,-0.029301234293200196
11,29800.0,10.032621763869722,0.15585978600620365
12,31600.0,10.033363771047531,0.010611737817043831
13,33400.0,10.035630713121462,0.048916296890411104
14,35200.0,10.038444702259907,0.047596051270488715
15,37000.0,10.025159969819311,0.05831441182454
16,38800.0,10.031187546023327,0.022335161361411338
17,40600.0,10.026927576694927,0.042597645612772794
18,42400.0,10.023237802886783,0.004098230817646709
19,44200.0,10.035752100247151,-0.008916991443868483
20,46000.0,10.032028082293252,0.02824558244446962
21,47800.0,10.025044159442038,0.020911592218453734
22,49600.0,10.027177712306347,-0.01481497096659723
23,51400.0,10.023512136417617,0.03788613187981582
24,53200.0,10.015553885420802,0.05495800053432731
25,55000.0,10.021472322748162,0.035816834110335094
26,56800.0,10.035099745480956,-0.34377863717031687
27,58600.0,10.033571810820066,-0.03466411589556628
28,60400.0,10.01937809832989,0.03533765228115726
29,62200.0,10.027290016917368,0.04766338838840056
30,64000.0,10.03207000738026,0.024654330502642097
31,65800.0,10.024032989238528,0.01713702438388509
32,67600.0,10.02597744518517,-0.006458389161309697
33,69400.0,10.031330808316945,-0.02763523405099022
34,71200.0,10.0260298721758,0.000524218573161761
35,73000.0,10.02689718722302,0.03289219114031994
36,74800.0,10.023935096754286,0.12731714825656582
37,76600.0,10.027257405543246,0.0220137612795952
38,78400.0,10.030338970670636,0.02979426354897896
39,80200.0,10.020026293828627,-0.03811180865039887
40,82000.0,10.030076573327271,0.03799241670930087
41,83800.0,10.02247855148898,-0.009458082438186466
42,85600.0,10.032788787865263,-0.006639254094636726
43,87400.0,10.029904401819639,0.02060241411146535
44,89200.0,10.02561316805816,0.006400816866005243
45,91000.0,10.032167491648014,0.06538714502886478
46,92800.0,10.032345139369072,0.04062558330798538
47,94600.0,10.03200918843489,0.003533465851035089
48,96400.0,10.031267956747417,0.037052532648772285
49,98200.0,10.031972715846338,0.012392553542326823
50,100000.0,10.029695880474286,0.020389395618622075
