,Frequency,Impedance,Phase
0,10000.0,1971603.9014716437,0.33982081334062286
1,11800.0,1979812.989279815,-1.4061858083956054
2,13600.0,1982854.9260480118,-0.27454253489673874
3,15400.0,1995960.7003199633,0.17702504436198296
4,17200.0,1976099.7270928985,-0.31712478918410625
5,19000.0,1989963.0152469513,-0.02323878341650243
6,20800.0,1990551.6270008453,-0.05844763799007069
7,22600.0,1996077.9837092324,0.050497651169905566
8,24400.0,1975787.0677631681,-0.0017001210492821883
9,26200.0,1995928.9053767936,-0.23873078598188613
10,28000.0,1994629.0227423743,0.10961633135724469
11,29800.0,1979771.6738052422,-0.7237128060157829
12,31600.0,1993303.0806246267,0.04575240625439392
13,33400.0,1989737.232553357,0.10444863574576857
14,35200.0,2000546.8490562397,-0.08617532554478657
15,37000.0,1993983.640725821,-0.2593448059632806
16,38800.0,2005738.8721447496,-0.13681903514623173
17,40600.0,1991891.7226777782,-0.011383013062300051
18,42400.0,1997480.3474415133,-0.040074258123240725
19,44200.0,1982276.1647293183,-0.24663664151347575
20,46000.0,1987728.5934604271,0.03241824384451775
21,47800.0,1988343.9916478896,-0.4048956835882791
22,49600.0,1997650.6614365308,0.008733510753188511
23,51400.0,2002848.3648950276,-0.5344946564015345
24,53200.0,1994251.7528709983,0.05563722410943228
25,55000.0,1995072.662092823,-0.3123853299304642
26,56800.0,2023862.0014607043,1.0285614318455032
27,58600.0,1984548.5460534883,-0.2922456167099199
28,60400.0,2005337.099859444,-0.29427701193458233
29,62200.0,1960740.6276712427,0.3582713720689412
30,64000.0,1998885.0687623676,-0.1730946019410453
31,65800.0,1997966.6782233596,-0.2095702568485649
32,67600.0,1968783.8773495299,0.40826430387011214
33,69400.0,2026858.2176527453,0.6133972420903433
34,71200.0,2021192.7286896037,0.22167525042704028
35,73000.0,2002438.3647233967,0.36720159699632404
36,74800.0,1994113.3792380188,0.21300516873446895
37,76600.0,2052121.7247695385,0.6082136915903789
38,78400.0,2016766.9514849726,-0.2675480830105812
39,80200.0,1973328.565865003,0.286761937095946
40,82000.0,2017977.3950700092,-0.3119694440288754
41,83800.0,2024910.7538623973,-0.2311488593239801
42,85600.0,1990816.8318063493,-0.5124278064155305
43,87400.0,1987336.5113528266,0.3207549095686204
44,89200.0,2015041.9284347852,-0.5754005374387248
45,91000.0,2006401.7782513786,0.05998286675082909
46,92800.0,2028894.2626285567,-0.32008122329580146
47,94600.0,2001732.3989324793,-0.15313337196904972
48,96400.0,1991748.106366261,-0.7895298399532926
49,98200.0,2001103.4862094284,-0.49128552134474557
50,100000.0,2006542.383601245,-0.6466739783874091
