frequency,impedance,phase
10000.0,0.9981851044392651,-0.007699097303898839
11800.0,0.9972774423039796,-0.015627568050007312
13600.0,0.9994238136558652,-0.16313070989477296
15400.0,0.996380513749257,-0.02759884397528367
17200.0,0.9981921354039681,-0.015537135884187592
19000.0,0.9981802367665932,-0.01780082746418543
20800.0,1.0012913998651154,0.17503269042855152
22600.0,1.0001872078723155,-0.05156820677554208
24400.0,1.0013893813959438,0.12611669348540033
26200.0,1.0006781499116162,0.06384313759075155
28000.0,1.0008897026629446,0.013422856618248602
29800.0,0.9967017637965411,-0.10819931749975353
31600.0,0.9907982382776586,0.2827279205302773
33400.0,1.0011599878951898,-0.03435887854939779
35200.0,0.996511677526754,-0.23595369340301886
37000.0,1.0014254023892664,0.08574460228706471
38800.0,1.0007613766808527,0.18615861610604156
40600.0,1.0015441345504672,-0.07896299206724677
42400.0,1.0013538972728588,0.09012369517731145
44200.0,0.9995224344273209,-0.06979594494107744
46000.0,1.0004589405603634,0.070433708934587
47800.0,0.9991968728453889,0.09592127889784763
49600.0,0.9991780401233807,-0.14272266989377158
51400.0,1.0029029995438155,0.0272941567436078
53200.0,1.0021838117089994,0.4336078744686205
55000.0,0.9996585374209291,-0.07285744284094164
56800.0,0.9927698913947774,-0.2445407717924013
58600.0,0.9987141791796104,0.016647953989007647
60400.0,0.9991831211954619,-0.22225897407112427
62200.0,0.9912239588111655,-0.01898499972092793
64000.0,0.9991441555608019,0.16337212279098878
65800.0,0.998690653509871,0.011580092184971136
67600.0,0.9964559955387831,-0.08785949847147378
69400.0,1.001931350645214,0.2936097268326705
71200.0,1.0014545835905961,0.06847097635437649
73000.0,1.0013290919624858,-0.00615521348385073
74800.0,0.9967851421069296,0.12631579952437733
76600.0,0.9993642993182718,0.03992757922208057
78400.0,1.0019860700040613,-0.041515042780361
80200.0,1.0080676311004444,0.1497143448588929
82000.0,0.997311986662333,0.15257673443502995
83800.0,0.9986323331782416,0.0751221911823734
85600.0,0.9992367675796916,0.11353993719467326
87400.0,0.9937505575973358,-0.4124485174179995
89200.0,0.9982306728357602,-0.19958476831544658
91000.0,1.0018127993578807,0.12504854917659713
92800.0,0.9986684158157089,-0.00791726110782065
94600.0,1.0020726615663673,-0.024315070450029452
96400.0,0.9996104483080954,-0.11924989772731465
98200.0,1.000355805401375,0.11947499753131297
100000.0,1.0013200770209312,0.012768427153929451
